360710126023010,360710152001086,1,41.4579045,-74.053103,41.4796295,-74.2177437
360710152003001,360710152001086,1,41.5050572,-74.0778755,41.4796295,-74.2177437
360710126012019,360710152001098,2,41.4765339,-74.0575322,41.4871306,-74.1159275
360710126021004,360710152001098,1,41.4635675,-74.0481642,41.4871306,-74.1159275
360710128003001,360710152001098,1,41.4852498,-74.0082136,41.4871306,-74.1159275
360710128003006,360710152001098,1,41.4646851,-74.0178274,41.4871306,-74.1159275
360710152002011,360710152001098,1,41.4707125,-74.1487522,41.4871306,-74.1159275
360710152003001,360710152001098,1,41.5050572,-74.0778755,41.4871306,-74.1159275
360710152003042,360710152001098,1,41.4894041,-74.1025899,41.4871306,-74.1159275
360710152003056,360710152001098,1,41.4875342,-74.10602,41.4871306,-74.1159275
360710126011000,360710152001109,1,41.4866711,-74.0469285,41.4854081,-74.1139947
360710126012006,360710152001109,2,41.4762258,-74.0672837,41.4854081,-74.1139947
360710126012014,360710152001109,1,41.4744048,-74.0496624,41.4854081,-74.1139947
360710126012019,360710152001109,1,41.4765339,-74.0575322,41.4854081,-74.1139947
360710152003019,360710152001109,1,41.5008701,-74.1046994,41.4854081,-74.1139947
360710152004004,360710152001109,1,41.4824854,-74.0922244,41.4854081,-74.1139947
360710152003001,360710152001110,1,41.5050572,-74.0778755,41.4860369,-74.1138241
360710152004004,360710152001110,1,41.4824854,-74.0922244,41.4860369,-74.1138241
360710152006004,360710152001110,1,41.4694417,-74.0756745,41.4860369,-74.1138241
360710128002014,360710152001111,1,41.4701945,-74.026919,41.4866553,-74.1180567
360710152001105,360710152001111,1,41.4862476,-74.109667,41.4866553,-74.1180567
360710152003007,360710152001111,1,41.5136264,-74.1108596,41.4866553,-74.1180567
360710152003045,360710152001113,1,41.4973308,-74.1031234,41.4874567,-74.1179942
360710126012009,360710152002000,1,41.4848284,-74.0675307,41.4745468,-74.1109213
360710128003001,360710152002000,1,41.4852498,-74.0082136,41.4745468,-74.1109213
360710152002011,360710152002000,1,41.4707125,-74.1487522,41.4745468,-74.1109213
360710152003001,360710152002000,1,41.5050572,-74.0778755,41.4745468,-74.1109213
360710152003007,360710152002000,1,41.5136264,-74.1108596,41.4745468,-74.1109213
360710152003056,360710152002000,1,41.4875342,-74.10602,41.4745468,-74.1109213
360710152005010,360710152002001,1,41.4574842,-74.1337184,41.479855,-74.1183287
360710152002002,360710152002002,1,41.4726522,-74.1205203,41.4726522,-74.1205203
360710152004004,360710152002002,1,41.4824854,-74.0922244,41.4726522,-74.1205203
360710152003007,360710152002004,1,41.5136264,-74.1108596,41.4734467,-74.116839
360710126022001,360710152002006,1,41.453347,-74.051145,41.4730357,-74.1320714
360710152002000,360710152002006,1,41.4745468,-74.1109213,41.4730357,-74.1320714
360710152006015,360710152002006,2,41.4504523,-74.065907,41.4730357,-74.1320714
360710127001012,360710152002009,1,41.4759034,-74.0383064,41.4719989,-74.1408221
360710152003045,360710152002009,1,41.4973308,-74.1031234,41.4719989,-74.1408221
360710128003025,360710152002010,1,41.4604431,-74.0283939,41.4738374,-74.1460235
360710126023010,360710152002011,1,41.4579045,-74.053103,41.4707125,-74.1487522
360710127001002,360710152002011,1,41.4806924,-74.0365826,41.4707125,-74.1487522
360710128003023,360710152002011,1,41.4610963,-74.0212086,41.4707125,-74.1487522
360710126012006,360710152002012,1,41.4762258,-74.0672837,41.4697885,-74.1573037
360710152003045,360710152002012,1,41.4973308,-74.1031234,41.4697885,-74.1573037
360710126012019,360710152002013,1,41.4765339,-74.0575322,41.4694599,-74.1624298
360710128004006,360710152002013,1,41.464596,-74.0402192,41.4694599,-74.1624298
360710152001105,360710152002013,1,41.4862476,-74.109667,41.4694599,-74.1624298
360710126012004,360710152002014,2,41.4929784,-74.0766747,41.4633842,-74.1566637
360710126012006,360710152002014,1,41.4762258,-74.0672837,41.4633842,-74.1566637
360710126012008,360710152002014,1,41.4818979,-74.0655142,41.4633842,-74.1566637
360710126012019,360710152002014,1,41.4765339,-74.0575322,41.4633842,-74.1566637
360710126012026,360710152002014,1,41.4823471,-74.0627449,41.4633842,-74.1566637
360710126021004,360710152002014,1,41.4635675,-74.0481642,41.4633842,-74.1566637
360710126022010,360710152002014,1,41.4555782,-74.0613089,41.4633842,-74.1566637
360710126023010,360710152002014,1,41.4579045,-74.053103,41.4633842,-74.1566637
360710128003001,360710152002014,1,41.4852498,-74.0082136,41.4633842,-74.1566637
360710152006049,360710152002014,1,41.4594429,-74.1001658,41.4633842,-74.1566637
360710126012009,360710152002016,1,41.4848284,-74.0675307,41.4568761,-74.1470664
360710126012019,360710152002016,1,41.4765339,-74.0575322,41.4568761,-74.1470664
360710127001004,360710152002016,1,41.4835203,-74.0328777,41.4568761,-74.1470664
360710128002005,360710152002016,1,41.4653672,-74.0285976,41.4568761,-74.1470664
360710152006026,360710152002016,1,41.470195,-74.0992582,41.4568761,-74.1470664
360710152003039,360710152002017,1,41.4866127,-74.0998658,41.4546178,-74.1527737
360710127004018,360710152002018,1,41.4766083,-74.0214617,41.4523439,-74.1430503
360710152004004,360710152002022,1,41.4824854,-74.0922244,41.4526341,-74.15464
360710128003025,360710152002023,1,41.4604431,-74.0283939,41.4618415,-74.1416591
360710152003052,360710152002027,1,41.491817,-74.1061922,41.4663247,-74.1312568
360710152003021,360710152002029,1,41.4924644,-74.0945523,41.4552331,-74.1378672
360710152005021,360710152002029,1,41.4482746,-74.1107531,41.4552331,-74.1378672
360710126012008,360710152002030,1,41.4818979,-74.0655142,41.4618618,-74.135177
360710126012019,360710152002030,1,41.4765339,-74.0575322,41.4618618,-74.135177
360710126023010,360710152002030,1,41.4579045,-74.053103,41.4618618,-74.135177
360710128002005,360710152002030,1,41.4653672,-74.0285976,41.4618618,-74.135177
360710128002008,360710152002030,1,41.4698297,-74.0318317,41.4618618,-74.135177
360710152003001,360710152002030,1,41.5050572,-74.0778755,41.4618618,-74.135177
360710152006028,360710152002030,1,41.4788455,-74.1021335,41.4618618,-74.135177
360710126012014,360710152002031,1,41.4744048,-74.0496624,41.4583035,-74.1376901
360710152003042,360710152002035,1,41.4894041,-74.1025899,41.4640275,-74.12452
360710126022010,360710152002037,1,41.4555782,-74.0613089,41.4613914,-74.1762332
360710128002008,360710152002037,1,41.4698297,-74.0318317,41.4613914,-74.1762332
360710128003023,360710152002037,2,41.4610963,-74.0212086,41.4613914,-74.1762332
360710152003045,360710152002037,1,41.4973308,-74.1031234,41.4613914,-74.1762332
360710152006049,360710152002037,1,41.4594429,-74.1001658,41.4613914,-74.1762332
360710126011000,360710152002038,1,41.4866711,-74.0469285,41.4639704,-74.1706721
360710127001004,360710152002038,1,41.4835203,-74.0328777,41.4639704,-74.1706721
360710152004004,360710152002042,1,41.4824854,-74.0922244,41.4643491,-74.1800264
360710126011006,360710152002043,2,41.4860442,-74.052517,41.4667045,-74.1788715
360710126012019,360710152002043,1,41.4765339,-74.0575322,41.4667045,-74.1788715
360710126021000,360710152002043,1,41.467769,-74.0501948,41.4667045,-74.1788715
360710152003045,360710152002043,1,41.4973308,-74.1031234,41.4667045,-74.1788715
360710128003025,360710152002044,1,41.4604431,-74.0283939,41.4635454,-74.188966
360710128004006,360710152002044,1,41.464596,-74.0402192,41.4635454,-74.188966
360710152003001,360710152002044,1,41.5050572,-74.0778755,41.4635454,-74.188966
360710152003042,360710152002044,1,41.4894041,-74.1025899,41.4635454,-74.188966
360710152003007,360710152002047,1,41.5136264,-74.1108596,41.4668745,-74.1963731
360710126011000,360710152002051,1,41.4866711,-74.0469285,41.4618573,-74.1942287
360710126012026,360710152002051,1,41.4823471,-74.0627449,41.4618573,-74.1942287
360710126022010,360710152002051,1,41.4555782,-74.0613089,41.4618573,-74.1942287
360710127001004,360710152002051,1,41.4835203,-74.0328777,41.4618573,-74.1942287
360710127002021,360710152002052,1,41.4880405,-74.0254213,41.4536969,-74.190214
360710126012006,360710152002053,1,41.4762258,-74.0672837,41.4578243,-74.1857227
360710126012019,360710152002053,1,41.4765339,-74.0575322,41.4578243,-74.1857227
360710127004018,360710152002053,1,41.4766083,-74.0214617,41.4578243,-74.1857227
360710127002021,360710152002055,1,41.4880405,-74.0254213,41.4473093,-74.1811691
360710152004004,360710152002055,1,41.4824854,-74.0922244,41.4473093,-74.1811691
360710126022010,360710152002059,1,41.4555782,-74.0613089,41.4579791,-74.1739226
360710126023010,360710152002059,1,41.4579045,-74.053103,41.4579791,-74.1739226
360710152003045,360710152002059,1,41.4973308,-74.1031234,41.4579791,-74.1739226
360710128003001,360710152002060,1,41.4852498,-74.0082136,41.4651446,-74.1650349
360710126023010,360710152002061,1,41.4579045,-74.053103,41.4521494,-74.167223
360710126012026,360710152002065,1,41.4823471,-74.0627449,41.4543451,-74.1573209
360710126022001,360710152002065,1,41.453347,-74.051145,41.4543451,-74.1573209
360710152003045,360710152002065,1,41.4973308,-74.1031234,41.4543451,-74.1573209
360710152006031,360710152003017,1,41.4824674,-74.0983132,41.4993879,-74.1008486
360710126012006,360710152003046,1,41.4762258,-74.0672837,41.4980288,-74.1045245
360710152004004,360710152003046,1,41.4824854,-74.0922244,41.4980288,-74.1045245
360710127001002,360710152003053,1,41.4806924,-74.0365826,41.493109,-74.1090612
360710126023010,360710152003056,1,41.4579045,-74.053103,41.4875342,-74.10602
360710152006031,360710152003056,1,41.4824674,-74.0983132,41.4875342,-74.10602
360710126012004,360710152004003,1,41.4929784,-74.0766747,41.4822505,-74.0944491
360710126012006,360710152004003,1,41.4762258,-74.0672837,41.4822505,-74.0944491
360710126011000,360710152004004,1,41.4866711,-74.0469285,41.4824854,-74.0922244
360710127001004,360710152004004,1,41.4835203,-74.0328777,41.4824854,-74.0922244
360710127001008,360710152004004,1,41.4797389,-74.031226,41.4824854,-74.0922244
360710127002002,360710152004004,1,41.4874184,-74.030265,41.4824854,-74.0922244
360710152003007,360710152004004,1,41.5136264,-74.1108596,41.4824854,-74.0922244
360710152003019,360710152004004,1,41.5008701,-74.1046994,41.4824854,-74.0922244
360710152004004,360710152004004,1,41.4824854,-74.0922244,41.4824854,-74.0922244
360710152006015,360710152004004,1,41.4504523,-74.065907,41.4824854,-74.0922244
360710152006028,360710152004004,1,41.4788455,-74.1021335,41.4824854,-74.0922244
360710126011000,360710152004005,1,41.4866711,-74.0469285,41.4832246,-74.0954221
360710126022001,360710152004007,1,41.453347,-74.051145,41.4829921,-74.0976904
360710152004004,360710152004008,2,41.4824854,-74.0922244,41.4818751,-74.0967508
360710152003007,360710152004011,1,41.5136264,-74.1108596,41.4875716,-74.0895589
360710126012006,360710152004012,1,41.4762258,-74.0672837,41.487421,-74.0877303
360710126012008,360710152004012,1,41.4818979,-74.0655142,41.487421,-74.0877303
360710128004006,360710152004012,1,41.464596,-74.0402192,41.487421,-74.0877303
360710152003045,360710152004012,1,41.4973308,-74.1031234,41.487421,-74.0877303
360710152003042,360710152004013,1,41.4894041,-74.1025899,41.4881811,-74.0874859
360710126011000,360710152004016,1,41.4866711,-74.0469285,41.4845213,-74.0860791
360710126011000,360710152004017,1,41.4866711,-74.0469285,41.4857383,-74.0841076
360710126011000,360710152005000,1,41.4866711,-74.0469285,41.4547041,-74.114527
360710126012019,360710152005000,1,41.4765339,-74.0575322,41.4547041,-74.114527
360710127001002,360710152005001,1,41.4806924,-74.0365826,41.4478302,-74.1264123
360710127004000,360710152005001,1,41.4892193,-74.0163774,41.4478302,-74.1264123
360710152006015,360710152005001,1,41.4504523,-74.065907,41.4478302,-74.1264123
360710127005003,360710152005003,1,41.4748697,-74.0215851,41.451848,-74.1220067
360710128003023,360710152005003,1,41.4610963,-74.0212086,41.451848,-74.1220067
360710152002030,360710152005003,1,41.4618618,-74.135177,41.451848,-74.1220067
360710152003004,360710152005003,1,41.5067822,-74.0989536,41.451848,-74.1220067
360710126012019,360710152005004,1,41.4765339,-74.0575322,41.4538237,-74.121252
360710128003001,360710152005004,1,41.4852498,-74.0082136,41.4538237,-74.121252
360710152003007,360710152005004,1,41.5136264,-74.1108596,41.4538237,-74.121252
360710152003019,360710152005004,1,41.5008701,-74.1046994,41.4538237,-74.121252
360710152003056,360710152005004,1,41.4875342,-74.10602,41.4538237,-74.121252
360710152004004,360710152005004,2,41.4824854,-74.0922244,41.4538237,-74.121252
360710152006049,360710152005004,1,41.4594429,-74.1001658,41.4538237,-74.121252
360710126011000,360710152005005,1,41.4866711,-74.0469285,41.448806,-74.120935
360710152006028,360710152005005,1,41.4788455,-74.1021335,41.448806,-74.120935
360710126012026,360710152005006,1,41.4823471,-74.0627449,41.4503681,-74.1241648
360710126012008,360710152005007,1,41.4818979,-74.0655142,41.4492638,-74.1354293
360710128002005,360710152005008,1,41.4653672,-74.0285976,41.4434512,-74.1322719
