-8240803.113191879,5080495.985365002
-8243962.738826859,5080813.113421807
-8241906.567644367,5082792.766831251
-8241859.256860781,5080406.444516441
-8251464.281012693,5078999.538486279
-8247255.78087156,5083505.668878396
-8245589.806768194,5080060.112865061
-8250784.330430977,5084390.391601995
-8241576.483090267,5080940.22604331
-8247888.676704513,5080653.753374319
-8247613.973597085,5079646.078991008
-8249387.003654746,5079511.467971935
-8242639.784602426,5081754.562036991
-8240513.471008783,5081225.682213052
-8251714.47156825,5078622.619049406
-8250313.159554247,5084298.4963639425
-8243229.978278714,5081584.252462533
-8241416.9511280125,5080621.950011509
-8241576.483090267,5080940.22604331
-8245159.801839157,5084118.913845267
-8243170.711781817,5082570.110909239
-8246664.006458501,5082903.368683777
-8243634.112558091,5081172.827023889
-8250313.159554247,5084298.4963639425
-8247400.396022049,5080447.575569306
-8250547.3089711815,5084461.022545225
-8241555.710873285,5080788.09811687
-8243003.932920709,5080960.101932663
-8246144.845749288,5082486.998840981
-8240962.188744223,5083778.392384646
-8239950.572871638,5082186.470161741
-8247390.622170756,5079652.911333867
-8253897.5803660955,5082485.810257433
-8239733.421940947,5082828.009519015
-8254013.675463044,5079966.1497512795
-8239950.572871638,5082186.470161741
-8244055.557018285,5080647.974988125
-8245256.13772649,5079819.770532887
-8243771.458545831,5084024.643651055
-8250658.851100955,5078730.707681477
-8246658.284636675,5085308.039817113
-8245032.597057029,5079443.353700872
-8242688.776310324,5082092.54573013
-8240462.275174969,5083377.690307726
-8240003.249254682,5080593.013647452
-8250547.3089711815,5084461.022545225
-8259604.485381103,5080965.197178465
-8244008.123783258,5081506.214721698
-8243468.814246211,5079540.623878841
-8243906.923234177,5080393.996800137
-8249990.021336371,5082591.208473676
-8241702.808448418,5081274.289039868
-8247587.9916279325,5081730.13853203
-8243771.458545831,5084024.643651055
-8239950.572871638,5082186.470161741
-8256641.449966863,5081019.952672288
-8250313.159554247,5084298.4963639425
-8243335.754058867,5079441.972409034
-8249277.932817666,5086080.66849461
-8241662.53305665,5080658.44738725
-8243003.932920709,5080960.101932663
-8250332.150659377,5084205.056568422
-8241185.807337328,5081890.392915086
-8250658.851100955,5078730.707681477
-8242260.296458311,5080553.575365157
-8248497.594319154,5078964.146432343
-8247613.973597085,5079646.078991008
-8240462.275174969,5083377.690307726
-8244349.028591863,5079235.998763273
-8243962.738826859,5080813.113421807
-8239646.069536524,5083702.372568299
-8240593.910472831,5084922.922753904
-8239960.769736996,5081954.30525205
-8240045.161042965,5082639.18331865
-8245679.363298537,5080560.95796165
-8240031.4242178025,5082897.499800206
-8241576.483090267,5080940.22604331
-8243956.738706307,5083285.715582891
-8239315.528572511,5082607.165394656
-8240513.471008783,5081225.682213052
-8246144.845749288,5082486.998840981
-8251503.821695823,5081028.434899526
-8247597.720951427,5080815.861544181
-8240202.800573878,5082396.488623636
-8248296.250756157,5083514.821944794
-8243003.932920709,5080960.101932663
-8257003.293971687,5080129.984228586
-8241118.381121755,5083362.653345954
-8240462.275174969,5083377.690307726
-8243906.923234177,5080393.996800137
-8243229.978278714,5081584.252462533
-8249507.295496496,5078289.0341070965
-8248177.862477697,5080844.947125288
-8247439.758593992,5083943.733099656
-8249971.29739802,5078688.618614096
-8243003.932920709,5080960.101932663
-8250390.637919838,5078248.224134117
-8244273.6207687985,5083912.498391
-8240513.471008783,5081225.682213052
-8243170.711781817,5082570.110909239
-8240513.471008783,5081225.682213052
-8247461.66626978,5080184.467607745
-8240638.928074909,5081944.589123279
-8240268.0783232795,5081894.44870629
-8259263.758683683,5080706.056097028
-8245980.215354356,5079793.480437028
-8251140.02959991,5079512.775010196
-8240705.942408365,5084769.543034507
-8243468.814246211,5079540.623878841
-8250087.38136302,5078120.7906112
-8251714.47156825,5078622.619049406
-8257554.202999673,5081426.11267633
-8240045.161042965,5082639.18331865
-8253318.563166682,5082212.6627915315
-8250390.637919838,5078248.224134117
-8243170.711781817,5082570.110909239
-8241239.296352655,5080649.668396575
-8242319.3848440265,5082415.713802195
-8241074.888596702,5081454.962408941
-8252989.625203338,5079722.111357732
